participant,sex,age,relat,income,DS_Inst,DS1,DS2,DS3,DS4,DS5,DS6,DS7,Target,Value,Alex_inst,Alex_height,Alex_weight,Alex_age,Alex_wealth,Alex_intelligent,Alex_attractive,Alex_kind,Alex_honest,Alex_care,comfort_inst,comf1,comf2,comf3,comf4,comf5,comf6,comf7,comf8,comf9,comf10,WTR_INST,75_109,75_94,75_79,75_64,75_49,75_34,75_19,75_4,75_-11,75_-26,19_28,19_24,19_20,19_16,19_12,19_9,19_5,19_1,19_-3,19_-7,46_67,46_58,46_48,46_39,46_30,46_21,46_12,46_2,46_-7,46_-16,English_Exclude
487,2,57,1,18,1,7,5,6,6,6,7,6,13,1,1,11,9,17,5,3,4,10,11,9,1,3,4,5,1,2,1,2,1,1,1,1,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
495,2,57,2,1,1,7,6,4,3,6,7,7,38,1,1,7,4,15,7,10,9,11,11,11,1,2,1,1,1,1,1,4,6,2,4,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
688,2,57,2,4,1,7,4,6,6,7,7,6,30,1,1,4,4,15,6,6,5,9,9,11,1,2,1,2,1,1,1,4,1,2,1,1,0,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
71,1,56,1,30,1,7,7,5,5,7,4,6,33,0,1,7,7,11,3,5,4,2,1,1,1,2,1,3,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.45,0,0,0,0,0,0,0,0,0,-0.25,0
175,2,56,2,3,1,5,5,5,4,5,4,7,10,0,1,13,12,10,7,9,8,2,2,5,1,2,2,2,1,2,2,2,1,2,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
184,1,56,2,5,1,5,5,4,6,6,5,5,24,1,1,6,6,8,6,8,6,9,9,8,1,3,5,6,3,4,3,6,4,2,3,1,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0
195,2,56,1,10,1,7,7,5,4,6,3,7,23,0,1,5,11,21,7,6,6,2,1,2,1,3,2,2,1,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
200,2,56,2,3,1,2,3,2,1,2,1,3,29,1,1,6,8,2,4,7,6,9,10,8,1,7,3,4,3,5,2,6,7,6,1,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
292,2,56,2,7,1,7,3,5,4,4,6,1,3,1,1,7,9,6,6,8,6,8,8,8,1,3,1,1,1,1,3,1,3,1,4,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
310,1,56,2,6,1,7,2,4,5,4,6,6,31,1,1,10,5,17,8,10,9,11,11,11,1,3,1,3,1,1,2,3,1,3,1,1,0,0,1.15,0.95,0,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,1.35,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0
489,2,56,1,17,1,6,5,4,4,5,4,5,12,1,1,9,5,15,7,9,7,9,10,8,1,3,5,6,2,3,2,5,3,5,5,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
564,2,56,1,7,1,5,6,7,4,6,4,4,28,0,1,6,4,13,6,6,6,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
678,2,56,1,12,1,5,4,4,4,4,4,3,12,1,1,11,9,10,5,8,8,9,9,7,1,5,3,5,2,4,3,5,3,5,5,1,0,1.35,1.15,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
710,2,56,1,10,1,2,4,4,6,6,3,7,32,1,1,7,4,9,9,10,10,10,10,11,1,2,2,6,2,1,2,6,4,2,4,1,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
712,2,56,1,28,1,6,1,1,1,4,1,1,33,1,1,4,5,16,7,9,9,10,11,11,1,1,1,1,1,1,2,2,4,1,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
782,1,56,1,7,1,7,5,5,7,5,7,5,18,1,1,12,8,19,6,6,8,8,8,6,1,1,7,4,1,1,2,6,1,2,4,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
238,2,55,1,19,1,7,4,4,5,5,6,7,14,0,1,12,10,11,8,6,10,2,3,8,1,1,1,4,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
320,2,55,2,3,1,4,5,4,3,5,4,6,23,0,1,6,9,4,9,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
410,2,55,2,1,1,4,4,3,3,6,2,2,21,0,1,7,7,8,6,8,6,3,3,5,1,1,3,3,1,1,4,2,1,1,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
567,2,55,1,3,1,7,5,6,2,6,2,7,16,0,1,6,6,5,4,4,7,2,1,7,1,1,1,3,1,3,4,2,1,3,3,1,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
703,1,55,2,4,1,6,5,7,4,6,5,5,32,1,1,7,3,9,7,10,5,11,11,8,1,1,4,1,2,1,3,1,2,1,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
732,2,55,2,4,1,4,3,5,4,7,5,5,1,0,1,11,12,16,4,10,3,3,1,11,1,1,1,1,1,1,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
735,2,55,1,22,1,7,6,5,4,7,4,7,23,0,1,9,8,13,8,8,5,1,1,6,1,1,1,3,1,1,1,4,2,1,2,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
754,2,55,1,15,1,4,1,5,5,7,7,4,1,1,1,15,15,21,8,10,4,11,11,11,1,3,4,3,1,3,3,5,3,3,4,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
864,2,55,1,8,1,6,3,2,5,5,5,3,37,0,1,3,2,18,8,8,9,2,2,4,1,3,3,3,2,3,1,2,3,2,3,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
890,2,55,1,23,1,6,3,3,1,4,3,5,24,1,1,5,7,14,8,10,10,11,11,11,1,4,4,4,2,2,3,5,5,4,4,1,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0
896,1,55,1,15,1,4,2,3,6,3,4,4,28,0,1,5,4,7,5,5,4,2,2,2,1,1,1,3,2,2,2,3,1,1,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
19,1,54,2,4,1,5,4,4,2,5,3,5,32,0,1,5,4,13,6,6,6,4,3,4,1,3,2,2,2,3,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.45,0,0,0,0,0,0,0.35,0,-0.05,-0.25,0
42,1,54,2,13,1,7,5,4,4,6,6,5,13,0,1,12,11,10,7,5,7,2,3,4,1,2,1,2,1,1,2,2,1,1,3,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
129,2,54,1,16,1,7,5,6,4,6,7,7,32,1,1,7,6,9,6,7,5,9,10,10,1,2,1,4,1,1,5,5,3,3,3,1,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
288,2,54,1,4,1,7,4,2,4,3,4,7,24,1,1,6,6,10,4,8,6,8,8,11,1,1,1,7,1,1,4,7,7,1,7,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
294,2,54,2,2,1,4,3,5,1,5,3,2,3,1,1,11,8,13,7,9,8,8,9,9,1,4,6,7,3,5,7,6,4,4,2,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
319,2,54,1,30,1,4,4,3,2,3,4,7,24,1,1,7,6,10,8,9,7,10,10,6,1,4,4,5,4,6,4,6,6,4,4,1,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
383,1,54,1,30,1,4,6,5,2,6,2,6,14,0,1,10,8,13,8,3,3,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
400,1,54,1,13,1,7,5,6,6,4,2,6,18,1,1,11,9,18,6,10,9,11,11,11,1,6,6,7,2,2,2,7,1,7,2,1,0,0,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0,0.35,0.15,-0.05,-0.25,0
413,2,54,1,16,1,7,5,7,4,7,4,4,34,0,1,5,3,6,2,5,6,3,3,6,1,1,1,1,1,1,5,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.45,0
427,1,54,2,15,1,6,5,5,4,5,6,5,3,0,1,5,5,13,6,5,5,4,3,2,1,2,1,2,1,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
451,2,54,1,5,1,5,4,3,4,5,4,5,21,1,1,9,6,26,8,8,7,9,10,10,1,5,4,4,4,3,4,6,3,3,4,1,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
499,2,54,1,9,1,6,5,6,5,5,6,6,10,0,1,8,8,13,8,9,6,2,1,5,1,1,1,1,1,1,2,3,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
745,1,54,1,11,1,3,3,2,2,4,2,3,8,0,1,11,8,8,6,9,6,1,3,6,1,1,1,2,2,1,1,2,4,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
801,2,54,1,8,1,5,7,5,4,6,7,5,27,0,1,2,1,12,4,6,6,2,2,4,1,3,1,2,2,2,2,1,1,2,4,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0.75,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
877,2,54,1,8,1,7,7,7,6,7,7,7,25,0,1,6,8,13,7,8,7,4,4,5,1,2,1,3,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
11,2,53,1,12,1,5,2,3,3,3,5,2,39,0,1,6,5,18,7,6,5,1,1,2,1,4,2,3,4,2,3,3,3,2,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
353,1,53,1,30,1,6,6,4,3,5,6,6,6,0,1,13,10,13,6,7,6,4,4,4,1,2,3,3,2,3,2,3,3,2,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
372,1,53,1,13,1,6,5,6,6,7,4,6,17,0,1,9,8,13,7,7,9,6,3,9,1,4,5,2,1,2,3,3,3,2,5,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
382,1,53,1,8,1,6,7,5,6,7,7,5,5,1,1,13,10,18,8,8,6,11,11,8,1,2,1,1,2,1,1,4,2,1,2,1,1.55,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,0,0,0,0.75,0.55,0,0.15,-0.05,-0.25,0,1.35,1.15,0.95,0,0,0.35,0.15,-0.05,-0.25,0
393,2,53,1,10,1,7,3,4,7,6,7,7,3,1,1,8,7,10,5,10,7,11,11,11,1,1,1,2,1,1,4,4,2,1,1,1,1.55,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
559,2,53,1,9,1,6,4,4,5,4,5,6,6,0,1,11,10,15,8,7,8,3,2,4,1,1,1,3,1,1,3,3,2,2,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
598,2,53,1,13,1,5,4,4,7,6,7,4,17,0,1,12,9,14,6,4,6,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
775,2,53,1,1,1,5,4,4,4,6,4,6,11,1,1,8,6,7,7,8,8,9,10,9,1,1,1,3,1,2,2,2,3,1,2,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,1.55,1.35,0,0.95,0.75,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0,0,0.15,0,-0.25,0
904,2,53,1,28,1,5,5,3,6,4,5,4,14,1,1,11,8,11,7,8,9,10,10,8,1,3,6,5,3,5,4,5,6,7,6,1,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
127,2,52,1,3,1,3,1,2,3,3,2,2,31,1,1,7,4,17,7,6,7,8,7,2,1,3,5,5,2,4,5,5,2,3,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
185,2,52,2,4,1,5,3,6,4,4,5,4,5,0,1,9,5,15,6,7,6,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
222,2,52,1,23,1,5,6,5,2,5,4,7,2,1,1,11,11,7,7,9,7,11,10,11,1,1,1,3,1,1,1,3,1,1,2,1,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
525,1,52,1,19,1,7,7,7,7,6,5,6,17,0,1,9,8,14,7,7,9,3,2,2,1,2,1,1,1,1,3,2,1,3,4,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
666,1,52,1,5,1,6,4,5,5,5,2,7,22,0,1,7,8,16,7,8,4,2,10,5,1,2,1,3,2,2,1,3,3,2,3,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
700,1,52,1,13,1,4,2,5,4,4,2,5,12,0,1,13,8,8,3,3,6,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
780,2,52,1,15,1,6,7,7,5,6,6,4,8,1,1,9,7,10,6,9,6,10,9,9,1,2,1,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
795,1,52,2,5,1,7,3,2,3,7,1,1,19,0,1,13,13,22,7,5,3,3,2,1,1,1,1,1,1,1,4,2,1,1,1,1,0,0,1.15,0.95,0,0,0.35,0,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0,0,-0.25,1.55,0,1.15,0.95,0,0,0.35,0,-0.05,-0.45,0
878,1,52,1,11,1,7,5,5,6,6,7,7,27,0,1,4,5,6,9,7,7,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
123,1,51,1,12,1,5,5,3,5,4,4,5,14,0,1,13,10,11,6,8,9,3,2,5,1,2,1,3,2,1,2,2,2,2,3,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
203,2,51,2,7,1,4,5,4,3,6,4,7,23,0,1,7,8,15,6,8,6,4,3,3,1,1,1,2,1,2,3,2,2,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
207,1,51,1,29,1,7,7,5,7,7,7,7,9,1,1,11,11,23,6,6,5,8,7,5,1,2,1,1,1,1,1,2,1,2,2,1,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0,0,0,0.35,0.15,-0.05,-0.25,0
322,2,51,1,19,1,3,6,3,3,5,5,5,4,0,1,13,12,12,4,6,5,2,2,2,1,5,1,5,3,2,2,5,2,3,2,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
328,1,51,1,13,1,3,2,5,2,4,3,2,21,1,1,9,8,16,6,7,5,11,11,9,1,5,3,5,3,4,3,5,4,3,4,1,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0,0.35,0.15,-0.05,-0.25,0
374,2,51,1,3,1,6,3,3,4,6,6,7,10,1,1,9,7,6,8,8,8,11,11,11,1,6,3,6,6,1,4,7,3,2,6,1,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
491,2,51,1,11,1,7,4,7,6,7,4,7,22,1,1,6,4,11,6,10,9,10,10,10,1,1,1,6,1,1,1,6,1,1,4,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
534,2,51,1,7,1,7,4,7,7,6,7,7,7,0,1,7,6,12,8,4,4,3,1,6,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
541,2,51,1,11,1,7,6,7,7,7,7,7,28,1,1,6,4,16,9,10,8,11,11,7,1,1,1,1,1,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
575,2,51,1,17,1,7,4,7,4,7,6,7,2,0,1,11,9,16,4,7,3,1,1,8,1,2,1,4,1,1,2,2,1,3,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
627,2,51,1,30,1,7,6,5,4,6,4,7,12,0,1,11,7,9,5,5,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
644,2,51,1,19,1,6,6,3,4,4,5,6,11,1,1,11,8,10,6,6,7,9,9,6,1,1,2,4,1,2,1,3,1,1,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
767,1,51,1,19,1,7,7,5,7,6,7,6,24,1,1,6,5,11,8,7,7,7,7,7,1,5,5,5,5,5,4,5,5,5,5,1,0,1.35,1.15,0,0.75,0.55,0,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0,0,-0.25,0,0,1.15,0.95,0.75,0,0,0,0,-0.45,0
846,1,51,1,8,1,6,4,3,4,3,4,4,18,0,1,11,8,9,8,7,8,3,2,4,1,2,1,2,1,3,5,4,3,2,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
872,2,51,2,10,1,7,5,5,4,6,7,6,7,0,1,5,4,10,8,9,5,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
884,2,51,1,7,1,6,6,6,7,5,3,5,37,1,1,7,4,11,6,7,5,9,10,6,1,1,1,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
6,2,50,2,9,1,4,6,3,3,6,5,6,12,0,1,11,6,10,6,3,6,3,3,8,1,4,2,3,2,4,4,5,2,5,5,1,0,0,1.15,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0,-0.05,-0.45,0
90,1,50,1,30,1,4,4,2,4,3,3,3,9,0,1,14,11,20,5,8,9,3,5,6,1,7,6,3,4,5,5,4,5,4,4,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
133,1,50,1,15,1,4,4,4,2,5,3,2,14,1,1,9,9,13,7,9,8,9,9,10,1,3,2,4,4,3,4,3,3,4,4,1,0,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
163,1,50,1,10,1,6,3,3,5,4,4,1,35,0,1,4,3,13,6,6,8,1,1,4,1,3,1,2,1,1,2,5,1,1,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
174,2,50,1,12,1,6,4,4,6,5,4,4,20,0,1,10,9,12,6,4,6,2,3,1,1,3,1,3,1,4,3,4,1,2,3,1,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0
225,1,50,1,10,1,3,3,3,4,4,4,4,1,1,1,13,13,15,6,8,5,9,10,9,1,5,2,3,2,2,3,5,3,5,3,1,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
227,2,50,1,27,1,7,4,4,4,6,6,7,23,0,1,7,13,9,5,1,3,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
287,2,50,1,18,1,1,1,1,1,1,1,1,27,0,1,4,3,10,6,11,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
