participant,sex,age,relat,income,poli_soc,poli_econ,trust_gen,DS1,DS2,DS3,DS4,DS5,DS6,DS7,relationship_category,part_leng,part_sex,part_age,HH1,HH2,HH3,HH4,HH5,HH6,HH7,HH8,HH9,HH10,comf1,comf2,comf3,comf4,comf5,comf6,comf7,comf8,comf9,comf10,37_54,37_46,37_39,37_31,37_24,37_17,37_9,37_2,37_-6,37_-13,23_33,23_29,23_24,23_20,23_15,23_10,23_6,23_1,23_-3,23_-8,75_109,75_94,75_79,75_64,75_49,75_34,75_19,75_4,75_-11,75_-26,19_28,19_24,19_20,19_16,19_12,19_9,19_5,19_1,19_-3,19_-7,46_67,46_58,46_48,46_39,46_30,46_21,46_12,46_2,46_-7,46_-16,68_99,68_85,68_71,68_58,68_44,68_31,68_17,68_3,68_-10,68_-24,English_exclude
378,1,30,2,4,4,4,1,5,4,4,6,5,6,6,4,9,1,45,2,1,2,2,2,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
379,2,49,1,15,2,2,8,5,5,4,4,5,4,6,1,13,1,52,4,4,2,5,4,4,2,4,4,5,7,5,5,3,6,7,6,6,6,5,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
380,2,35,1,6,2,2,8,6,5,5,5,6,4,5,4,11,2,36,4,2,2,2,2,2,2,1,2,3,2,2,1,2,1,1,2,1,2,2,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.45,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0.35,0,-0.05,-0.25,0
381,1,28,2,12,2,7,2,6,4,4,3,5,4,6,4,4,1,24,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.25,0
382,1,32,1,10,1,1,6,6,4,4,3,5,4,4,4,5,1,21,2,2,1,1,2,2,1,1,1,2,4,2,3,1,2,3,4,1,2,4,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
383,1,39,2,4,4,4,8,6,6,6,4,6,4,6,3,13,1,40,2,4,4,4,4,4,4,4,4,4,5,5,5,3,3,6,5,3,2,6,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,1.35,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
384,1,22,2,14,2,2,8,5,4,4,5,5,6,5,4,4,1,32,4,3,3,2,2,3,2,3,4,2,3,3,3,3,3,4,3,3,2,3,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
385,2,26,1,1,1,1,7,6,3,3,5,2,5,7,1,8,1,28,2,1,3,4,2,4,1,3,3,2,7,7,7,7,7,7,7,7,7,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
386,1,35,2,3,7,7,1,7,5,4,7,4,5,4,2,7,1,45,3,2,3,2,4,2,3,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
387,2,42,2,7,3,5,7,7,7,3,6,4,6,5,2,13,2,41,4,4,2,4,4,4,4,4,4,4,3,7,7,1,3,5,7,7,5,1,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
388,1,46,2,6,2,2,5,6,5,5,4,5,6,6,4,7,1,35,3,2,2,1,3,2,2,3,2,2,2,1,2,1,1,2,3,1,2,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
389,2,28,1,11,3,3,4,5,2,6,4,3,3,7,1,9,1,38,2,1,2,3,2,2,2,2,2,4,7,7,7,3,5,7,7,5,7,1,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
390,1,31,1,6,4,4,4,7,6,5,6,5,7,6,3,7,1,29,4,4,4,4,3,4,4,4,4,4,3,2,6,1,3,4,2,3,3,5,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
391,1,26,2,20,4,2,1,7,5,4,6,4,6,7,3,13,2,32,2,5,4,4,3,5,2,3,3,5,4,1,4,1,1,4,5,2,4,3,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
392,1,44,1,8,3,5,8,6,5,6,6,6,4,6,1,13,2,39,3,5,2,5,3,4,1,4,3,5,7,6,7,4,7,6,7,7,7,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
393,1,31,1,5,2,3,4,7,6,4,6,4,4,5,3,2,1,32,2,4,2,4,4,3,1,3,4,5,1,1,1,2,2,2,4,1,3,1,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
394,2,68,1,13,2,2,10,5,6,4,5,5,4,5,4,13,2,68,1,1,5,1,2,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
395,2,56,1,17,2,1,9,7,7,7,7,7,7,7,1,13,1,55,4,2,4,4,5,3,3,4,4,3,4,7,7,1,7,7,7,5,7,7,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
396,2,24,2,7,1,1,8,5,2,2,2,4,4,5,3,2,2,30,4,5,3,4,4,4,4,3,4,5,5,4,4,3,2,3,7,3,4,6,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
397,1,32,1,7,3,3,4,3,5,4,5,5,4,6,2,13,1,32,2,2,4,2,4,4,1,1,4,2,5,4,6,4,6,3,5,6,4,5,0,0,0,0,0.75,0,0.35,0.15,0,-0.25,0,0,0,0,0.75,0.55,0,0.15,-0.05,-0.25,0,0,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,1.35,0,0.95,0,0.55,0.35,0.15,0,-0.25,0,1.35,1.15,0,0,0,0,0,-0.05,-0.25,0,1.35,0,0.95,0,0,0.35,0.15,-0.05,-0.25,0
398,2,29,1,3,3,3,3,7,3,4,4,3,3,4,3,13,2,48,5,5,5,5,5,5,1,5,5,5,1,1,1,5,1,5,7,1,3,5,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0,0.15,-0.05,-0.25,0,0,0,0,0.75,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
399,1,24,1,19,4,4,1,4,4,4,4,1,4,4,1,4,2,24,5,5,5,5,3,5,3,5,5,5,7,7,7,7,7,7,7,7,7,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
400,1,39,1,20,3,5,9,5,3,4,3,1,2,5,2,13,1,37,4,3,3,4,2,4,3,5,4,3,4,3,4,2,2,5,6,1,2,4,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
401,2,38,1,13,1,1,4,7,5,4,6,5,6,7,2,13,2,37,5,5,4,5,5,5,2,4,5,5,5,1,5,1,3,3,6,1,5,6,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
402,1,24,2,15,4,4,8,5,2,3,5,3,3,4,2,11,2,25,4,2,4,5,5,3,4,4,5,4,7,6,6,2,3,7,6,6,4,3,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
403,1,31,1,10,5,5,9,6,4,3,5,4,5,6,1,13,2,28,2,2,3,2,4,4,2,2,5,4,7,6,7,3,7,7,7,5,7,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
404,2,70,1,3,5,7,1,7,5,5,7,5,7,7,4,13,1,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
405,1,32,2,10,3,3,8,7,6,5,7,7,7,7,3,13,2,30,3,4,4,2,4,4,2,2,3,3,7,4,4,2,5,3,5,4,7,6,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
406,1,25,2,4,1,1,6,6,2,2,6,3,1,2,4,13,1,25,3,2,2,2,5,2,3,4,2,3,4,6,5,2,3,2,6,4,4,5,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
407,1,37,1,18,4,4,7,5,3,3,5,3,3,3,2,4,2,28,1,5,3,5,5,4,4,5,4,5,5,2,5,2,2,4,4,3,5,4,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
408,1,39,2,6,2,2,4,6,6,6,5,6,5,7,2,10,1,28,2,3,5,5,2,3,1,1,1,1,7,3,5,5,1,7,5,5,6,3,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
409,1,60,2,5,1,2,8,5,4,4,2,3,6,3,4,12,1,50,1,1,1,1,2,1,1,1,5,4,4,3,7,1,5,6,5,4,5,7,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
410,1,59,1,9,1,3,10,5,4,5,4,4,6,5,3,6,1,45,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,1,3,2,2,3,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
411,1,45,1,1,2,1,1,4,5,3,4,5,7,4,1,12,2,37,2,3,4,3,2,2,2,2,2,2,7,4,7,1,5,7,6,2,4,6,0,0,1.15,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0.95,0.75,0.55,0,0.15,-0.05,-0.25,0,0,1.15,0.95,0.75,0,0,0.15,-0.05,-0.45,1.55,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,1.35,1.15,0.95,0.75,0,0.35,0.15,-0.05,-0.25,0,1.35,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0
412,1,24,1,10,4,4,6,7,4,4,7,4,1,7,1,5,2,22,3,3,2,5,4,1,1,5,1,2,7,7,7,7,7,7,7,7,7,7,0,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
413,1,39,1,16,1,1,9,6,5,3,3,4,2,5,2,13,2,42,4,4,4,5,4,4,4,4,4,4,7,7,6,3,7,7,7,4,7,6,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
414,1,29,1,4,3,3,3,6,7,5,7,4,3,7,4,5,1,30,2,1,4,1,5,5,1,4,4,2,2,2,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
415,2,24,1,4,3,6,6,4,6,3,3,5,5,5,1,4,1,25,3,2,4,4,2,2,4,4,2,4,5,5,3,2,6,5,2,3,6,5,1.55,1.35,0,0,0.75,0.55,0,0.15,0,-0.45,1.55,0,1.15,0.95,0.75,0.55,0.35,0,-0.05,-0.25,1.55,0,1.15,0,0.75,0.55,0,0,0,-0.45,1.55,0,0,0,0,0.55,0.35,0,0,-0.45,1.55,0,0,0,0.75,0,0,0.15,0,-0.45,0,0,1.15,0.95,0,0.55,0,0,-0.05,-0.45,0
416,2,38,1,6,3,5,4,7,6,6,6,6,6,7,4,11,2,50,1,2,2,4,1,2,2,3,2,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
417,2,54,2,5,1,1,6,5,3,3,2,3,1,4,2,10,1,57,3,3,4,5,3,4,3,4,4,4,7,6,7,5,7,7,6,7,5,6,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
418,2,33,1,11,3,4,9,7,6,5,6,5,5,5,1,13,1,34,4,3,2,4,4,3,3,4,4,3,7,5,7,3,6,4,3,5,6,6,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
419,1,25,2,3,3,3,7,7,4,4,3,5,5,6,3,2,1,35,3,3,4,5,3,3,4,5,3,3,4,1,4,1,2,3,7,1,5,6,0,0,0,0,0.75,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0
420,1,25,1,5,4,7,4,7,5,5,5,5,5,7,4,1,1,23,3,2,4,2,2,4,2,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
421,1,22,2,10,4,4,8,6,2,3,7,6,5,4,2,10,1,22,2,2,2,1,2,1,2,2,2,2,6,2,3,1,2,5,5,5,6,4,0,0,1.15,0,0.75,0.55,0.35,0,-0.05,-0.45,0,0,1.15,0.95,0.75,0,0,0,0,-0.25,0,0,0,0,0,0.55,0.35,0,-0.05,-0.45,0,0,0,0.95,0,0.55,0,0.15,-0.05,-0.45,0,0,0,0,0,0,0.35,0,0,-0.45,0,0,1.15,0,0.75,0,0.35,0.15,0,-0.25,1
422,1,34,1,16,3,3,7,6,5,5,6,5,6,7,4,4,1,45,3,2,4,3,2,4,4,2,5,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.45,0,0,0,0,0,0,0,0,-0.05,-0.45,0,0,0,0,0,0,0,0,-0.05,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
423,2,35,2,14,1,1,6,7,7,5,7,6,7,6,3,7,2,33,5,5,2,3,4,5,1,2,5,5,1,1,1,1,1,1,3,5,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
424,1,30,1,4,5,4,7,7,5,6,6,6,5,6,1,4,2,25,2,5,4,2,2,1,4,2,4,5,7,7,7,6,7,7,7,7,7,7,0,1.35,0,0.95,0.75,0,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,1.35,1.15,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0
425,2,26,1,10,4,4,9,6,7,7,7,6,7,7,3,3,1,28,3,3,4,4,4,3,4,4,3,4,1,1,2,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
426,2,58,2,3,1,1,6,5,4,4,2,4,3,6,4,13,1,60,2,4,3,4,3,3,3,4,2,4,5,4,5,4,3,5,5,3,4,5,0,0,0,0,0,0,0,0.15,-0.05,-0.45,0,0,0,0,0,0,0,0.15,-0.05,-0.45,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.45,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
427,1,42,1,2,2,2,7,5,4,3,6,6,6,4,3,8,1,25,4,3,4,4,4,3,4,4,4,3,3,3,2,2,2,3,2,2,2,1,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
