participant,sex,age,relat,income,poli_soc,poli_econ,trust_gen,HH1,HH2,HH3,HH4,HH5,HH6,HH7,HH8,HH9,HH10,AG1,AG2,AG3,AG4,AG5,AG6,AG7,AG8,AG9,AG10,DS1,DS2,DS3,DS4,DS5,DS6,DS7,target_sex,target_category,relate_length,partner_age,partner_proximity,partner_height,partner_weight,partner_attractive,partner_hygiene,comf1,comf2,comf3,comf4,comf5,comf6,comf7,comf8,comf9,comf10,75_109,75_94,75_79,75_64,75_49,75_34,75_19,75_4,75_-11,75_-26,19_28,19_24,19_20,19_16,19_12,19_9,19_5,19_1,19_-3,19_-7,46_67,46_58,46_48,46_39,46_30,46_21,46_12,46_2,46_-7,46_-16,English_exclude
411,2,47,1,3,2,2,9,2,5,2,2,4,4,4,2,3,4,3,2,4,3,3,3,4,4,1,3,4,5,5,7,5,3,6,2,3,6,43,3,7,6,5,8,2,3,1,1,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0
412,2,57,2,1,2,4,6,5,5,4,5,5,5,4,5,5,5,3,5,5,5,3,5,4,5,5,4,4,2,3,2,4,7,3,2,3,13,50,1,7,7,5,6,1,1,2,1,2,2,2,2,1,2,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
413,1,22,1,8,3,4,8,3,2,2,3,5,2,2,4,3,5,3,5,5,5,4,3,5,3,4,5,3,2,2,1,3,2,4,2,3,3,50,2,6,4,4,6,2,1,2,1,1,3,3,2,2,4,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
414,1,24,1,13,6,6,3,2,1,1,1,2,2,2,2,4,2,2,2,2,2,2,2,1,4,2,2,5,5,5,6,5,5,7,2,3,2,35,4,6,11,3,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
415,1,35,1,7,2,3,5,4,2,4,4,4,5,3,3,2,2,3,4,4,4,3,3,4,3,4,2,4,3,5,3,4,2,5,2,3,13,50,1,14,5,3,4,2,1,2,1,1,2,2,1,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
416,1,39,2,10,4,6,7,2,5,2,2,2,5,1,2,2,5,4,5,4,5,4,4,4,5,5,4,6,2,2,7,4,3,3,2,3,7,35,6,4,9,2,4,2,1,2,1,1,2,1,1,1,2,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
417,1,35,1,6,1,1,1,5,1,4,4,5,4,4,4,5,1,1,2,3,5,1,2,2,4,2,4,3,2,3,3,4,2,6,2,3,12,32,1,6,11,7,5,4,2,2,2,2,3,3,1,4,3,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
418,1,19,1,10,5,5,5,4,4,2,2,2,4,3,4,2,3,4,4,3,3,4,4,4,2,3,3,2,5,2,2,3,2,5,2,3,2,26,4,8,5,5,7,2,2,2,2,2,4,3,3,3,3,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
419,2,27,2,2,1,1,5,3,2,1,4,3,3,3,4,3,3,1,4,2,4,2,5,3,4,4,5,6,4,3,5,4,4,4,2,3,13,45,5,7,20,7,8,2,3,4,1,1,4,4,1,1,4,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
420,1,28,1,10,2,2,4,2,2,2,3,3,2,4,2,4,2,2,3,2,3,1,3,3,3,2,2,3,7,3,5,7,6,4,2,3,1,20,3,8,6,6,8,3,5,7,4,5,3,6,6,5,4,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
421,1,52,1,30,2,3,9,5,5,2,5,5,5,5,4,5,5,5,2,2,5,5,4,4,5,2,5,4,3,4,6,5,3,3,2,3,4,45,2,8,7,4,8,3,5,5,4,2,6,5,5,2,2,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0.35,0,-0.05,-0.25,0
422,2,24,1,6,4,4,4,2,4,4,4,4,4,4,4,4,5,5,4,2,2,4,4,4,4,5,2,7,6,4,5,4,6,4,2,3,8,34,2,2,16,2,4,3,1,3,1,1,3,5,1,3,4,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
423,2,21,2,30,1,2,5,4,4,2,3,3,4,3,2,3,3,3,4,4,4,3,3,4,4,2,4,5,3,5,4,5,4,6,2,3,4,21,1,7,5,7,9,4,4,6,2,4,3,5,2,4,7,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
424,1,52,1,18,3,3,9,5,5,5,3,5,5,4,4,4,5,5,5,2,5,5,4,2,5,5,2,5,3,4,5,5,4,5,2,3,9,68,1,5,4,5,11,1,1,1,1,1,1,4,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
425,2,29,2,3,2,2,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3,4,4,2,3,13,45,1,14,8,4,6,3,3,4,3,2,3,4,3,3,4,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
426,2,44,1,14,5,5,9,2,2,4,4,2,2,4,4,2,4,2,4,2,4,3,2,4,4,4,2,7,6,6,4,6,4,7,2,3,8,39,1,7,11,6,8,1,1,2,1,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
427,1,23,1,10,5,5,7,3,3,4,4,3,1,3,2,3,2,3,4,2,4,4,2,2,5,4,4,6,2,4,4,3,5,6,2,3,4,25,3,3,5,4,4,6,4,4,5,3,3,6,5,3,5,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
428,1,41,1,19,4,5,4,2,2,2,2,4,2,2,4,4,4,2,4,4,4,2,4,4,4,4,5,5,4,4,3,4,3,5,2,3,11,39,1,9,5,8,9,5,5,6,5,5,5,5,5,4,4,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.45,0,0,0,0,0,0,0,0,-0.05,-0.25,0
429,2,35,2,9,5,3,6,2,5,4,4,3,5,2,4,2,5,4,4,2,5,5,4,4,4,4,4,6,7,3,4,7,4,7,2,3,13,34,1,8,6,9,9,1,4,1,1,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
430,2,37,1,5,2,3,5,2,1,4,4,5,2,4,4,2,2,2,4,2,2,2,4,2,3,4,2,5,3,4,4,3,4,5,2,3,13,57,1,8,13,7,9,5,5,5,4,3,5,5,4,5,5,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0
